STORE,CATEGORY,GROUP,PRODUCT,STOCKEEPING,UOM,"COST PER BOX
(New)","COST PER PIECE
(New)","COST PER PIECE
(Old)","SELLING PRICE
(WholeSale)","SELLING PRICE
(Dealer)","SELLING PRICE
(SRP)","QTY GROUND
(Pieces)","EXPIRY
(Ground)","QTY UPSTAIRS
(Pieces)","EXPIRY
(Upstairs)",QTY BOXES,"EXPIRY
(Boxes)",TOTAL COST,TOTAL QTY, POS COUNT , DISCREPANCY 
GRUTON,DAIRY ,hg cd,Monnalisa (pc),,1,,,179.17,,,250.00,11,,,,,,"1,970.87",11,  11 ,  - 
GRUTON,DAIRY ,hg cd,Vivo gr Whipping Cream 1Lx12,,1,,,"2,340.00",,,"2,500.00",,,,,,,0.00,0,  - ,  - 
GRUTON,FROZEN GOODS ,hg cf,🧀 Arla Emmental,,1,,,"7,601.39",,,,,,,,,,0.00,0,  - ,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟📦 Mccain Fries,,1,,,950.00,,,,29,,,,,,"27,550.00",29,  29 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟 Mccain Fries (pc),,1,,,95.00,,,,59,,,,,,"5,605.00",59,  59 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟 2.5kg Aviko Shoestring Fries,,1,,,239.00,,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟📦 2.5kgx4 Aviko Shoestring Fries,,1,,,950.00,,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟📦 Aviko Fries,,1,,,870.00,,,"1,290.00",66,,,,,,"57,420.00",66,  66 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟 Aviko Fries (pc),,1,,,95.00,,,129.00,62,,,,,,"5,890.00",62,  62 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🥐 Banquet D’or Butter Croissant,,1,,,"3,150.00",,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,🥐 Banquet D’or Margarine Croissant,,1,,,"1,932.00",,,"2,650.00",,,,,,,0.00,0,  - ,  - 
GRUTON,FROZEN GOODS ,hg cf,🥐 Banquet D’or Mini Croissant,,1,,,"4,600.00",,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,🧈 Bravo Butter Creme,,1,,,"1,170.24",,,"1,199.00",17,,,,,,"19,894.08",17,  17 ,  - 
GRUTON,FROZEN GOODS ,hg cf,Arla Mozzarella 2.3kg,,1,,,"1,245.00",,,,3,,,,,,"3,735.00",3,  3 ,  - 
GRUTON,FROZEN GOODS ,hg cf,Arla Mozzarella 2.3kgx8,,1,,,"10,072.16",,,"11,200.00",,,,,,,0.00,0,  - ,  - 
GRUTON,FROZEN GOODS ,hg cf,📦 Conaprole Mozzarella Box 2.5kgx4,,1,,,"8,965.40",,,"9,690.00",4,,,,,,"35,861.60",4,  4 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🧀 Conaprole Mozzarella 2.5kg,,4,,,"2,243.85",,,"2,490.00",5,,,,,,"11,219.25",5,  5 ,  - 
GRUTON,FROZEN GOODS ,hg cf,📦 Mlekpol Mozzarella Block,,6,,,"5,014.00",,,"5,400.00",1,,,,,,"5,014.00",1,  1 ,  - 
GRUTON,FROZEN GOODS ,hg cf,🧀 Prochiz Gold Slice 10's,,1,,,"1,435.20",,,"1,690.00",,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,Sunny Farms Butter Blend Salted,,1,,,"1,634.00",,,"1,760.00",,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,Sunny Farms Butter Blend Unsalted,,1,,,"1,634.00",,,"1,760.00",,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,Arla Pro Natural Red Cheddar Block,,1,,,"2,290.00",,,"2,372.00",,,,,,,0.00,0,  - ,  - 
GRUTON,FROZEN GOODS ,hg cf,🦑 Squid Tube Premium,,1,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,🍟 Sunny Farm Fries,,1,,,110.00,,,,,,,,,,0.00,0,,  - 
GRUTON,FROZEN GOODS ,hg cf,Frozen Strawberries,,1,,,250.00,,,300.00,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🌈 Belgian Rainbow Jelly,,8,,,210.00,,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🥖 Bonomi Lady Fingers 500gx10,,1,,,"2,100.00",,,,2,,,,,,"4,200.00",2,  2 ,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🥖 Bonomi Lady Fingers,,10,,,250.00,,,299.00,11,,,,,,"2,750.00",11,  11 ,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Milin Nata De Coco,,6,,,220.00,,,310.00,,,,,,,0.00,0,  - ,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Milin Rainbow Jelly,,6,,,235.00,,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🍪 Crushed Oreo 454gx24,,1,,,"4,356.00",,,"4,776.00",,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🍪 Crushed Oreo,,1,,,181.50,,,199.00,6,,,,,,"1,089.00",6,  6 ,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🍫 Chocolate Sprinkles,,1,,,230.00,,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,DLA Lafruta 30% Blueberry 630g,,12,,,234.26,,,,6,,,,,,"1,405.56",6,  6 ,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,DLA Fondant Dough White,,1,,,"2,925.60",,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Sunny Farm Nature's Bounty Whole Mushrooms,,1,,,"1,214.40",,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Sunny Farm Nature's Bounty Sliced Mushrooms,,1,,,"1,214.40",,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🌽 Sunny Farm Sweetcorn Whole,,1,,,950.00,,,960.00,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🌈 Rainbow Sprinkles,,1,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🌰 JB cocoa ,,1,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,🥖 Vicenzovo Lady Fingers,,1,,,193.00,,,280.00,,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Flechard Creamery Butter Unsalted 1kgx10,,1,,,"8,791.00",,,"9,499.00",,,,,,,0.00,0,,  - 
GRUTON,TOPPERS and SINKERS ,hg ct,Ersao Tapioca Pearl,,20,,,83.00,,,95.00,,,,,,,0.00,0,  - ,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Bowl 320cc ,,,,,"1,160.00",,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Bowl 390cc,,1,,,"1,350.00",,,,,,7,,,,"9,450.00",7,  7 ,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Bag #16,,,,,"1,230.00",,,"1,590.00",,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Bowl 260cc,,1,,,"1,100.00",,,"1,390.00",,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Coffee Cup 10oz,,20,,,55.00,,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Coffee Cup 10oz Lid,,20,,,54.00,,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Cup 8oz,,1,,,36.00,,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Cup 16oz,,10,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Cup 16oz Lid,,20,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,PAPER PRODUCTS ,hg dpa,Paper Thin Straw,,1,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,STRAW ,hg dsw,📦Clear Boba Straw 100pcx30,,0,,,"1,380.00",,,"1,640.00",,,,,,,0.00,0,,  - 
GRUTON,STRAW ,hg dsw,📦Black Boba Straw 100pcx30,,1,,,"1,470.00",,,"1,640.00",,,,,2,,"2,940.00",2,  2 ,  - 
GRUTON,STRAW ,hg dsw,📦Black Thin Straw,,1,,,"1,300.00",,,"1,500.00",,,,,2,,"2,600.00",2,  2 ,  - 
GRUTON,STRAW ,hg dsw,📦Clear Thin Straw,,1,,,"1,300.00",,,"1,500.00",,,,,,,0.00,0,,  - 
GRUTON,STRAW ,hg dsw,Clear Boba Straw,,100,,,46.00,,,62.00,,,,,,,0.00,0,,  - 
GRUTON,STRAW ,hg dsw,Black Boba Straw,,1,,,49.00,,,62.00,10,,15,,,,"1,225.00",25,  25 ,  - 
GRUTON,STRAW ,hg dsw,Black Thin Straw,,50,,,26.00,,,42.00,8,,20,,,,728.00,28,  28 ,  - 
GRUTON,STRAW ,hg dsw,Clear Thin Straw,,100,,,26.00,,,39.00,,,,,,,0.00,0,,  - 
GRUTON,STRAW ,hg dsw,Single Take Out,,10,,,54.00,,,110.00,2,,,,3,,"1,728.00",32,  32 ,  - 
GRUTON,STRAW ,hg dsw,Double Take Out,,5,,,80.00,,,90.00,,,,,6,,"2,400.00",30,  30 ,  - 
GRUTON,STRAW ,hg dsw,Fork Medium 25pcx100,,100,,,8.70,,,"1,170.00",,,138,,,,"1,200.60",138,  138 ,  - 
GRUTON,STRAW ,hg dsw,Spoon Medium 25pcx100,,100,,,8.70,,,"1,170.00",,,32,,,,278.40,32,  32 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Y Cup 8oz,,20,,,680.00,,,890.00,,,,,,,0.00,0,,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Y Cup 12oz,,20,,,83.15,,,120.00,,,20,,,,"1,663.00",20,  20 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Y Cup 16oz,,20,,,108.00,,,130.00,1,,20,,,,"2,268.00",21,  21 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Y Cup 22oz,,10,,,160.70,,,178.00,,,7,,1,,"2,731.90",17,  17 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,U Cup 12oz,,20,,,120.00,,,135.00,5,,14,,3,,"9,480.00",79,  79 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,U Cup 16oz ,,10,,,131.30,,,144.00,5,,5,,2,,"3,939.00",30,  30 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,U Cup 22oz,,10,,,160.70,,,172.00,5,,10,,,,"2,410.50",15,  15 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Sundae Cup,,1,,,95.00,,,175.00,,,,,,,0.00,0,,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Sundae Lid,,1,,,130.00,,,,,,4,,,,520.00,4,  4 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,1oz Sauce Cup ,,1,,,430.00,,,620.00,,,1,,,,430.00,1,  1 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,1oz Sauce Lid,,1,,,360.00,,,550.00,,,1,,,,360.00,1,  1 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,3.5oz Salad Cup with Lid,,1,,,45.00,,,55.00,,,,,,,0.00,0,,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Diamond Dome Lid 95mm,,10,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Dome Lid 95mm,,10,,,64.00,,,99.00,3,,8,,7,,"5,184.00",81,  81 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Flat Lid 95mm,,10,,,54.00,,,89.00,,,7,,7,,"4,158.00",77,  77 ,  - 
GRUTON,PLASTIC CUPS & LIDS ,hg dpcl,Strawless Lid 95mm,,10,,,115.00,,,140.00,,,,,2,,"2,300.00",20,  20 ,  - 
GRUTON,ORGANIZERS ,hg dpo,2 Slot Japanese ,,,,,479.00,,,599.00,4,,,,,,"1,916.00",4,  4 ,  - 
GRUTON,ORGANIZERS ,hg dpo,B04 Cup Org,,,,,295.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,ORGANIZERS ,hg dpo,B06 Cup Org,,,,,173.00,,,295.00,1,,,,,,173.00,1,  1 ,  - 
GRUTON,ORGANIZERS ,hg dpo,B08 Cup Org,,,,,225.00,,,350.00,,,,,,,0.00,0,,  - 
GRUTON,ORGANIZERS ,hg dpo,B14 Cup Org,,,,,484.00,,,599.00,8,,,,,,"3,872.00",8,  8 ,  - 
GRUTON,ORGANIZERS ,hg dpo,B14 Double White Cup Org,,,,,279.00,,,459.00,,,,,,,0.00,0,,  - 
GRUTON,ORGANIZERS ,hg dpo,B14 Single Black Cup Org,,,,,149.00,,,359.00,,,,,,,0.00,0,,  - 
GRUTON,ORGANIZERS ,hg dpo,Rotatable Black Cup Org,,,,,269.00,,,320.00,,,2,,,,538.00,2,  2 ,  - 
GRUTON,ORGANIZERS ,hg dpo,Rotatable Grey Cup Org,,,,,269.00,,,320.00,,,,,,,0.00,0,,  - 
GRUTON,ORGANIZERS ,hg dpo,Rotatable White Cup Org,,,,,269.00,,,320.00,2,,,,,,538.00,2,  2 ,  - 
GRUTON,ORGANIZERS ,hg dpo,Straw Holder,,,,,389.00,,,399.00,4,,9,,,,"5,057.00",13,  13 ,  - 
GRUTON,Micro ,hg dpl,Micro Re 500ml,,1,,,"1,450.00",,,"1,900.00",,,,,,,0.00,0,,  - 
GRUTON,Micro ,hg dpl,Micro Re 750ml,,1,,,"1,599.90",,,"2,050.00",,,,,,,0.00,0,,  - 
GRUTON,Micro ,hg dpl,Micro Re 1000ml,,1,,,"1,575.00",,,"2,200.00",,,,,,,0.00,0,,  - 
GRUTON,Micro ,hg dpl,Multiplast Micro Re 500ml,,1,,,"1,172.00",,,"1,600.00",2,,,,,,"2,344.00",2,  2 ,  - 
GRUTON,Micro ,hg dpl,Multiplast Micro Re 750ml,,1,,,"1,376.00",,,"1,750.00",2,,,,,,"2,752.00",2,  2 ,  - 
GRUTON,Micro ,hg dpl,Multiplast Micro Re 1000ml,,1,,,"1,520.00",,,"2,200.00",2,,,,,,"3,040.00",2,  2 ,  - 
GRUTON,STYRO PRODUCTS ,hg dso,Styro Cup 8oz 1000pc,,1,,,"1,400.00",,,,,,1,,,,"1,400.00",1,  1 ,  - 
GRUTON,STYRO PRODUCTS ,hg dso,C1 Chicken Box,,4,,,205.00,,,230.00,,,10,,,,"2,050.00",10,  10 ,  - 
GRUTON,STYRO PRODUCTS ,hg dso,C2 Chicken Box,,1,,,329.00,,,360.00,,,5,,,,"1,645.00",5,  5 ,  - 
GRUTON,STYRO PRODUCTS ,hg dso,P3 Plate,,1,,,150.00,,,225.00,,,,,,,0.00,0,,  - 
GRUTON,STYRO PRODUCTS ,hg dso,S1 Spaghetti Box,,1,,,155.00,,,180.00,,,,,,,0.00,0,,  - 
GRUTON,STYRO PRODUCTS ,hg dso,T1 Tray Small,,1,,,120.00,,,200.00,,,,,,,0.00,0,,  - 
GRUTON,STYRO PRODUCTS ,hg dso,T2 Tray Medium,,1,,,200.00,,,275.00,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Barista Apron,,1,,,199.00,,,199.00,7,,5,,,,"2,388.00",12,  12 ,  - 
GRUTON,SUPPLIES ,hg es,Bartending Set,,1,,,480.00,,,599.00,7,,,,,,"3,360.00",7,  7 ,  - 
GRUTON,SUPPLIES ,hg es,European Cocktail Bartending Set,,1,,,599.00,,,699.00,6,,,,,,"3,594.00",6,  6 ,  - 
GRUTON,SUPPLIES ,hg es,Cocktail Bartending 750ml,,1,,,799.00,,,899.00,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Black Spoon,,1,,,,,,599.00,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Collapsible Booth,,1,,,"1,750.00",,,"3,200.00",5,,,,,,"8,750.00",5,  5 ,  - 
GRUTON,SUPPLIES ,hg es,Hello Pre Cut Tissue,,5,,,57.00,,,80.00,1,,,,,,57.00,1,  1 ,  - 
GRUTON,SUPPLIES ,hg es,Matcha Tea Set,,1,,,830.00,,,849.00,9,,3,,,,"9,960.00",12,  12 ,  - 
GRUTON,SUPPLIES ,hg es,📦 Mosa Charger 10pcx36,,1,,,"6,660.00",,,"7,690.00",,,,,,,0.00,0,  - ,  - 
GRUTON,SUPPLIES ,hg es,Mosa Charger 10pc,,10,,,190.00,,,239.00,18,,,,,,"3,420.00",18,  18 ,  - 
GRUTON,SUPPLIES ,hg es,Tea Barrel 6L,,1,,,,,,799.00,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Tea Barrel 8L,,1,,,441.00,,,899.00,3,,,,,,"1,323.00",3,  3 ,  - 
GRUTON,SUPPLIES ,hg es,Tea Barrel 10L,,1,,,791.00,,,999.00,1,,8,,,,"7,119.00",9,  9 ,  - 
GRUTON,SUPPLIES ,hg es,Whip Cream Canister Pink,,1,,,699.00,,,799.00,3,,,,,,"2,097.00",3,  3 ,  - 
GRUTON,SUPPLIES ,hg es,Whip Cream Canister Black,,1,,,699.00,,,799.00,1,,,,,,699.00,1,  1 ,  - 
GRUTON,SUPPLIES ,hg es,Whip Cream Canister Silver,,1,,,699.00,,,799.00,,,,,,,0.00,0,  - ,  - 
GRUTON,SUPPLIES ,hg es,Whip Cream Canister White,,1,,,699.00,,,799.00,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Sealing Film,,1,,,420.00,,,499.00,5,,,,,,"2,100.00",5,  5 ,  - 
GRUTON,SUPPLIES ,hg es,Sealing Machine,,1,,,"2,900.00",,,"3,400.00",1,,,,,,"2,900.00",1,  1 ,  - 
GRUTON,SUPPLIES ,hg es,Sealing Machine Heavy Duty,,1,,,,,,"4,200.00",,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Tumbler B1T1,,,,,359.00,,,,9,,,,,,"3,231.00",9,  9 ,  - 
GRUTON,SUPPLIES ,hg es,Measuring Cup B1T1,,,,,160.00,,,,6,,,,,,960.00,6,  6 ,  - 
GRUTON,SUPPLIES ,hg es,Sealing Clip B1T1,,,,,89.00,,,,7,,,,,,623.00,7,  7 ,  - 
GRUTON,SUPPLIES ,hg es,Pitcher & Squeeze Bottle Set,,,,,129.00,,,,3,,1,,,,516.00,4,  4 ,  - 
GRUTON,SUPPLIES ,hg es,Frother Black B1T1,,,,,189.00,,,,18,,20,,,,"7,182.00",38,  38 ,  - 
GRUTON,SUPPLIES ,hg es,French Press Coffee Maker,,1,,,399.00,,,,12,,,,,,"4,788.00",12,  12 ,  - 
GRUTON,SUPPLIES ,hg es,Packing Tape Dispencer,,,,,157.00,,,,3,,,,,,471.00,3,  3 ,  - 
GRUTON,SUPPLIES ,hg es,Squeeze Bottle,,1,,,,,,,,,,,,,0.00,0,,  - 
GRUTON,SUPPLIES ,hg es,Acrylic Container ,,1,,,"1,999.00",,,"1,999.00",1,,,,,,"1,999.00",1,  1 ,  - 
GRUTON,SUPPLIES ,hg es,Coffee Pouch 1kg,,,,,25.00,,,,14,,,,,,350.00,14,  14 ,  - 
GRUTON,SUPPLIES ,hg es,Coffee Pouch 500g,,,,,20.00,,,,14,,,,,,280.00,14,  14 ,  - 
GRUTON,SUPPLIES ,hg es,Coffee Pouch 250g,,,,,20.00,,,,15,,,,,,300.00,15,  15 ,  - 
GRUTON,SUPPLIES ,hg es,3pc Flatware Set ,,,,,80.00,,,99.00,5,,,,,,400.00,5,  5 ,  - 
GRUTON,SUPPLIES ,hg es,B1T1 Pump Dispenser,,,,,89.00,,,99.00,10,,25,,,,"3,115.00",35,  35 ,  - 
GRUTON,SUPPLIES ,hg es,B1T1 Resealable Bag 25pc,,,,,189.00,,,199.00,6,,5,,,,"2,079.00",11,  11 ,  - 
GRUTON,SUPPLIES ,hg es,B1T1 Sponge Gray,,,,,89.00,,,99.00,6,,4,,,,890.00,10,  10 ,  - 
GRUTON,SUPPLIES ,hg es,B1T1 Tin with Lid,,,,,259.00,,,299.00,4,,4,,,,"2,072.00",8,  8 ,  - 
GRUTON,SUPPLIES ,hg es,B1T1 Squeeze Bottle,,,,,189.00,,,,24,,,,,,"4,536.00",24,  24 ,  - 
GRUTON,JAM ,hg oj,🫐 Blueberry,,6,,,265.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🍈 Cantaloupe,,6,,,305.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🍏 Green Apple,,6,,,265.00,,,295.00,4,,,,,,"1,060.00",4,  4 ,  - 
GRUTON,JAM ,hg oj,🥝 Kiwi,,6,,,267.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🥭 Mango,,6,,,265.00,,,295.00,,,,,1,,"1,590.00",6,  6 ,  - 
GRUTON,JAM ,hg oj,🍊 Orange,,6,,,303.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🥭 Passion Fruit,,6,,,273.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🍍 Pineapple,,6,,,265.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🍓 Strawberry,,6,,,270.00,,,300.00,1,,,,1,,"1,890.00",7,  7 ,  - 
GRUTON,JAM ,hg oj,🍑 Yellow Peach,,6,,,265.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,JAM ,hg oj,🍓 Strawberry Popping Boba,,20,,,176.00,,,295.00,,,,,,,0.00,0,,  - 
GRUTON,OTHERS ,hg o,10000 mAh Powerbank,,,,,799.00,,,799.00,,,3,,,,"2,397.00",3,  3 ,  - 
GRUTON,OTHERS ,hg o,20000 mAh Powerbank,,,,,"1,299.00",,,"1,299.00",,,2,,,,"2,598.00",2,  2 ,  - 
GRUTON,OTHERS ,hg o,Colored Tissue 30x30 cm,,,,,129.00,,,,3,,,,,,387.00,3,  3 ,  - 
GRUTON,OTHERS ,hg o,Multicolor Flower Tissue 30x30 cm,,,,,129.00,,,,3,,,,,,387.00,3,  3 ,  - 
GRUTON,OTHERS ,hg o,Red Flower Tissue 38x38 cm,,,,,129.00,,,,5,,,,,,645.00,5,  5 ,  - 
GRUTON,OTHERS ,hg o,White Tissue 30x30 cm,,,,,99.00,,,,,,,,,,0.00,0,,  - 
GRUTON,OTHERS ,hg o,Eco Bag Thick Red,,,,,99.00,,,,3,,,,,,297.00,3,  3 ,  - 
GRUTON,OTHERS ,hg o,Blue Eco Bag,,8,,,50.00,,,,8,,,,,,400.00,8,  8 ,  - 
GRUTON,OTHERS ,hg o,Silent Packaging Tape,,1,,,45.00,,,,,,,,,,0.00,0,,  - 
GRUTON,OTHERS ,hg o,Tomato Ketchup,,1,,,240.00,,,290.00,,,,,,,0.00,0,,  - 
GRUTON,TORANI ,hg to,Torani Dark Chocolate Sauce 1.89L,,,,,"1,150.00",,,"1,190.00",,,7,,,,"8,050.00",7,  7 ,  - 
GRUTON,TORANI ,hg to,Torani White Chocolate Sauce 1.89L,,,,,"1,267.00",,,"1,280.00",,,5,,,,"6,335.00",5,  5 ,  - 
GRUTON,TORANI ,hg to,Torani Strawberry Syrup 750ml,,,,,540.75,,,640.00,,,4,,,,"2,163.00",4,  4 ,  - 
GRUTON,TORANI ,hg to,Torani  Watermelon Syrup 750ml,,,,,540.75,,,640.00,,,4,,,,"2,163.00",4,  4 ,  - 
GRUTON,ARMANDO ,hg ar,Armando Fettucine 500gx24,,1,,,"1,943.00",,,,,,,,,,0.00,0,,  - 
GRUTON,ARMANDO ,hg ar,Armando Fusilli 500gx12,,1,,,872.17,,,,,,,,,,0.00,0,,  - 
GRUTON,ARMANDO ,hg ar,Armando Penne 500gx12,,1,,,872.17,,,,,,,,,,0.00,0,,  - 
GRUTON,ARMANDO ,hg ar,Armando Spaghetti 500gx24,,1,,,"1,722.23",,,,,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,Coffeesachet,,,,,235.00,,,285.00,,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,Creamersachet,,,,,138.00,,,188.00,,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,Tomato Ketchup,,,,,240.00,,,290.00,,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,Brown Sugar,,,,,135.00,,,185.00,,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,Hot Sauce,,,,,230.00,,,"2,890.00",,,,,,,0.00,0,,  - 
GRUTON,SACHET ,sachet,White Sugar ,,,,,138.00,,,188.00,,,,,,,0.00,0,,  - 
GRUTON,BELCRIS ,hg bc,Black Angus Ribeye 1kg,,1,,,"2,100.00",,,,,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,🌰 DLA Pistachio,,1,,,"2,880.00",,,"3,100.00",,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,Cavella Dubai Pistachio Cream,,6,,,"2,800.00",,,"2,890.00",8,,,,3,,"72,800.00",26,  26 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Cavella PH Pistachio Cream,,6,,,"2,900.00",,,"3,199.00",19,,,,8,,"194,300.00",67,  67 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Cavella Pistachio Cream 300g,,12,,,850.00,,,,,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,JB15 500gx40,,,,,450.00,,,"17,900.00",,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,Kataifi Premium Roasted 1kg,,10,,,999.00,,,"1,099.00",3,,11,,17,,"183,816.00",184,  184 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Kataifi 500g ,,,,,499.00,,,699.00,,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,Cupcake Liner,,,,,45.00,,,65.00,,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,Marshmallow White Large 680g,,4,,,148.00,,,169.00,,,,,,,0.00,0,,  - 
GRUTON,INGREDIENTS ,hg dcc,Marshmallow White Small 680g,,4,,,148.00,,,169.00,,,,,,,0.00,0,  - ,  - 
GRUTON,INGREDIENTS ,hg dcc,MEDIUM Marshmallow White 680g,,4,,,148.00,,,169.00,,,,,14,,"8,288.00",56,  56 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Dessert Rectangle 300ml 50pc |hg dcc,,1,,,325.00,,,369.00,,,1,,,,325.00,1,  1 ,  - 
GRUTON,INGREDIENTS ,hg dcc,DLA Pistachio,,12,,,"1,949.41",,,"2,899.00",9,,5,,4,,"120,863.42",62,  62 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Square Dessert Bento Clear,,1,,,300.00,,,359.00,10,,,,,,"3,000.00",10,  10 ,  - 
GRUTON,INGREDIENTS ,hg dcc,Backerei Life Pistachio Cream,,,,,"4,890.00",,,"4,999.00",,,,,,,0.00,0,,  - 
GRUTON,ASIAN W,,Squid tube 1kg,,,,,245.00,,,280.00,5,,,,,,"1,225.00",5,  5 ,  - 
